iter	Logloss
466	0.2396286353
467	0.2391814639
468	0.238820018
469	0.2385819553
470	0.2382799754
471	0.2379117106
472	0.2375931217
473	0.237318959
474	0.236947473
475	0.2367810058
476	0.2365745411
477	0.2361186789
478	0.2359023785
479	0.2355029936
480	0.2352052099
481	0.2349237579
482	0.2343939993
483	0.2342277716
484	0.2339854651
485	0.2337703036
486	0.2334816668
487	0.2332573523
488	0.2328307595
489	0.2324283509
490	0.232201319
491	0.2319243037
492	0.2317579341
493	0.2315278129
494	0.2311897081
495	0.2308969249
496	0.2304855311
497	0.2301775343
498	0.2298842719
499	0.2295944086
500	0.2292500571
501	0.2290783668
502	0.2286809617
503	0.2283109874
504	0.2279816738
505	0.2276148893
506	0.2273215713
507	0.2271354394
508	0.2267339921
509	0.2265552491
510	0.2261928174
511	0.225792056
512	0.2253584003
513	0.2250768509
514	0.2248471475
515	0.2247535497
516	0.224251567
517	0.2242012458
518	0.2239739923
519	0.2236408941
520	0.2233793343
521	0.2232246279
522	0.2229752969
523	0.222755431
524	0.222273089
525	0.222063207
526	0.2216985244
527	0.2215378053
528	0.2212750787
529	0.2212047347
530	0.2209519475
531	0.2207930122
532	0.2205073821
533	0.2202446509
534	0.2200415432
535	0.2198205567
536	0.2196715103
537	0.2191605171
538	0.2188125282
539	0.218618478
540	0.2182811721
541	0.2179042273
542	0.2176799353
543	0.2174257736
544	0.2172337411
545	0.2171432601
546	0.2168601492
547	0.2166636595
548	0.2164366622
549	0.2158531579
550	0.2155104482
551	0.2152842322
552	0.2151238462
553	0.2148791831
554	0.2146201152
555	0.2144819827
556	0.2140935483
557	0.2137776356
558	0.2134304068
559	0.2132826401
560	0.2127885145
561	0.2125497544
562	0.2121464053
563	0.2118188177
564	0.2115456906
565	0.2112862009
566	0.2111171367
567	0.2108897152
568	0.2106138151
569	0.2101119682
570	0.2098597185
571	0.2095607275
572	0.209274715
573	0.2090930656
574	0.2088859812
575	0.2086292568
576	0.2082472468
577	0.2080640328
578	0.2079295765
579	0.2076263418
580	0.2073573693
581	0.207010788
582	0.2069180813
583	0.2066962894
584	0.2063137131
585	0.2061795726
586	0.205979182
587	0.2057427957
588	0.2053718738
589	0.205066412
590	0.2047874193
591	0.2045861889
592	0.2043329866
593	0.2041080908
594	0.2038907961
595	0.2037146851
596	0.2034926026
597	0.203260262
598	0.2030811418
599	0.2029094176
600	0.2026543663
601	0.2021830359
602	0.2019161941
603	0.2017451884
604	0.2015308619
605	0.2013740628
606	0.201192758
607	0.2009867136
608	0.2007057913
609	0.2005705208
610	0.2004075101
611	0.2001700166
612	0.1999163117
613	0.1997217565
614	0.1994422105
615	0.1992145757
616	0.1987729089
617	0.1986511834
618	0.1985199975
619	0.1984026289
620	0.1982085446
621	0.197823223
622	0.1976400659
623	0.1973389202
624	0.1970591913
625	0.1968554078
626	0.1966463372
627	0.1964911174
628	0.1963027441
629	0.1960358282
630	0.195694265
631	0.1955675826
632	0.1953936627
633	0.1951335068
634	0.1949091567
635	0.1947059394
636	0.1945369183
637	0.194280195
638	0.1940361616
639	0.1937176361
640	0.1934832931
641	0.1931093011
642	0.1929894562
643	0.192825148
644	0.1925389403
645	0.1923063258
646	0.1920940478
647	0.191955887
648	0.1915706315
649	0.1912970956
650	0.1910308442
651	0.190751272
652	0.1905694824
653	0.1903595094
654	0.1902402039
655	0.1901444607
656	0.1898763495
657	0.1897244864
658	0.1895383748
659	0.1894249918
660	0.1891226875
661	0.1888293952
662	0.1887441626
663	0.1885775366
664	0.1882695215
665	0.1879640195
666	0.1876137374
667	0.1874712777
668	0.1871468334
669	0.186814657
670	0.1866256534
671	0.1864547742
672	0.1863052074
673	0.1861030336
674	0.1860079799
675	0.1857374388
676	0.1854862967
677	0.1853542298
678	0.1852185254
679	0.1850899971
680	0.1848426679
681	0.1845492018
682	0.184220975
683	0.1840484226
684	0.1838491155
685	0.1836489389
686	0.18329261
687	0.1830223326
688	0.1827606534
689	0.1825055915
690	0.1823048752
691	0.1820096949
692	0.1817904736
693	0.1816486869
694	0.1815201842
695	0.1813110127
696	0.1810812549
697	0.1808151709
698	0.1806819679
699	0.1804684682
700	0.1803321553
701	0.1800819934
702	0.1799189516
703	0.1796747782
704	0.1795761648
705	0.1794256164
706	0.1793488234
707	0.1792372248
708	0.1790386946
709	0.1787509555
710	0.178494775
711	0.1783596107
712	0.1781817685
713	0.1779570543
714	0.1778183459
715	0.1775842091
716	0.1772970899
717	0.1770358643
718	0.1767049866
719	0.1764643855
720	0.1762396658
721	0.1760870963
722	0.175788879
723	0.1756047479
724	0.1754237377
725	0.1752498982
726	0.1749671193
727	0.1748963345
728	0.1747308835
729	0.1744654607
730	0.1742104105
731	0.174012283
732	0.1739204233
733	0.1737040611
734	0.1735420038
735	0.1731866153
736	0.173022386
737	0.1729588504
738	0.1726444055
739	0.1725004158
740	0.1723442927
741	0.1721127191
742	0.1719847285
743	0.1717885472
744	0.1715456473
745	0.1713039318
746	0.1711450634
747	0.1708941082
748	0.1706581858
749	0.1704143635
750	0.1702025338
751	0.1699791953
752	0.1696558665
753	0.1694404088
754	0.169319154
755	0.1691576525
756	0.169019542
757	0.1687743889
758	0.1686064557
759	0.1684019512
760	0.1682113127
761	0.1679920918
762	0.1677638503
763	0.1675420408
764	0.1674608629
765	0.1671877061
766	0.1671062718
767	0.1668431886
768	0.1666747971
769	0.1663739581
770	0.1662433523
771	0.1660631749
772	0.1659078095
773	0.1656947446
774	0.1655644282
775	0.1654274076
776	0.1653087634
777	0.1650651459
778	0.1649069425
779	0.1647679288
780	0.1645652553
781	0.1643545142
782	0.164232687
783	0.1640673545
784	0.1638585226
785	0.1636305829
786	0.1634605948
787	0.1632869223
788	0.1631898963
789	0.1629918611
790	0.1627994241
791	0.1626971129
792	0.1625475753
793	0.1624050155
794	0.1622218278
795	0.1620628425
796	0.1618531391
797	0.1616288595
798	0.1614558745
799	0.1613176326
800	0.1610202304
801	0.1607536555
802	0.1606598786
803	0.160469576
804	0.1603027236
805	0.1602095413
806	0.1600398494
807	0.1598497343
808	0.1597455436
809	0.1594461125
810	0.1593138971
811	0.1590970258
812	0.1589274436
813	0.1587350314
814	0.1585874848
815	0.158410422
816	0.1583140081
817	0.1582048441
818	0.1580615744
819	0.1579670812
820	0.157741631
821	0.1574788994
822	0.1573380655
823	0.1571417152
824	0.1569584716
825	0.1567340966
826	0.1565783145
827	0.156347888
828	0.1562477586
829	0.1560029821
830	0.1558039062
831	0.1555638665
832	0.1553873114
833	0.1550188571
834	0.1547346086
835	0.1544732071
836	0.1543132419
837	0.154102031
838	0.1539635942
839	0.1537629155
840	0.1536744103
841	0.1533738799
842	0.1532394055
843	0.1530462092
844	0.1528519813
845	0.1526233705
846	0.1524461705
847	0.1522152371
848	0.1519859205
849	0.1517425951
850	0.1515764758
851	0.1514170203
852	0.151119895
853	0.1508517212
854	0.1507723798
855	0.1506126909
856	0.15043805
857	0.1502739565
858	0.1500299789
859	0.1498074359
860	0.149647223
861	0.1494872099
862	0.1493954075
863	0.1492129648
864	0.1490193473
865	0.1489477348
866	0.1488714144
867	0.1486513046
868	0.1484955579
869	0.1482475944
870	0.1480319319
871	0.1479351524
872	0.1477470564
873	0.1477023479
874	0.1475891681
875	0.1474587179
876	0.1472778922
877	0.1470319966
878	0.1468776804
879	0.1466456504
880	0.1463889473
881	0.1461321353
882	0.1460324258
883	0.1457882993
884	0.1456859062
885	0.1454727437
886	0.1452586273
887	0.145001122
888	0.1448496684
889	0.1445759719
890	0.1443879115
891	0.1441115034
892	0.1439278584
893	0.1438506139
894	0.1437285622
895	0.1435944687
896	0.143449401
897	0.1432635001
898	0.1429867409
899	0.1428627938
900	0.1426529448
901	0.1425145011
902	0.1423978899
903	0.1422640702
904	0.1420692668
905	0.1418623908
906	0.1417816118
907	0.1416444097
908	0.1414634855
909	0.1413357626
910	0.1410853039
911	0.1409321674
912	0.1408404011
913	0.1406699181
914	0.1405406492
915	0.1404191803
916	0.1402104677
917	0.13997245
918	0.1398016537
919	0.1396005126
920	0.1394444292
921	0.1393179872
922	0.139216228
923	0.1390661494
924	0.138857557
925	0.1386699953
926	0.1385549007
927	0.1383891926
928	0.1382718795
929	0.138068864
930	0.137881008
931	0.1376982112
932	0.1375872266
933	0.1375436478
934	0.137397318
935	0.1373115785
936	0.1371111941
937	0.1369500342
938	0.1367913532
939	0.1366396854
940	0.1363261249
941	0.1361734855
942	0.1360207462
943	0.135803337
944	0.1356156013
945	0.1354006458
946	0.1352883054
947	0.1350697393
948	0.1348300425
949	0.1345908985
950	0.1344384735
951	0.1342892602
952	0.1341439055
953	0.1339788087
954	0.1339454222
955	0.1337455701
956	0.1335886692
957	0.133486865
958	0.1332474147
959	0.1330557391
960	0.1329390968
961	0.1327287254
962	0.1325812043
963	0.1325409669
964	0.132442075
965	0.1323228751
966	0.1321464073
967	0.1319753907
968	0.1319067847
969	0.1317463136
970	0.1316226965
971	0.1314054204
972	0.131227556
973	0.1311475866
974	0.130993942
975	0.13079909
976	0.1305694501
977	0.1304033239
978	0.1302780541
979	0.1300944101
980	0.1300158034
981	0.1298856114
982	0.1296067014
983	0.129552952
984	0.1294303572
985	0.1292452234
986	0.1290951258
987	0.129021732
988	0.1289459608
989	0.1287643213
990	0.1286282011
991	0.1284942446
992	0.1283561905
993	0.1282092726
994	0.1279944799
995	0.1278858744
996	0.1277834965
997	0.1276289114
998	0.1274786988
999	0.1274410807
